"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"176","com.bps.controller","src/com/bps/controller/BillPaymentController.java","3","149","Avoid variables with short names like rd","Naming Rules","ShortVariable"
"177","com.bps.controller","src/com/bps/controller/BillPaymentController.java","5","149","Found 'DD'-anomaly for variable 'rd' (lines '149'-'157').","Controversial Rules","DataflowAnomalyAnalysis"
"178","com.bps.controller","src/com/bps/controller/BillPaymentController.java","3","182","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"179","com.bps.controller","src/com/bps/controller/BillPaymentController.java","3","185","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"180","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","30","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"181","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","38","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"182","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","38","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"183","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","40","Avoid excessively long variable names like customerRegistrationBo","Naming Rules","LongVariable"
"184","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","5","40","Found 'DU'-anomaly for variable 'customerRegistrationBo' (lines '40'-'109').","Controversial Rules","DataflowAnomalyAnalysis"
"185","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","40","Local variable 'customerRegistrationBo' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"186","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","5","41","Found 'DU'-anomaly for variable 'session' (lines '41'-'109').","Controversial Rules","DataflowAnomalyAnalysis"
"187","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","41","Local variable 'session' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"188","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","43","Local variable 'choice' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"189","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","45","Local variable 'countryList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"190","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","2","46","System.out.print is used","Java Logging Rules","SystemPrintln"
"191","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","50","Avoid excessively long variable names like identificationDocumentList","Naming Rules","LongVariable"
"192","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","50","Local variable 'identificationDocumentList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"193","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","2","51","System.out.print is used","Java Logging Rules","SystemPrintln"
"194","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","2","65","Avoid instantiating String objects; this is usually unnecessary.","String and StringBuffer Rules","StringInstantiation"
"195","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","69","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"196","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","77","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"197","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","82","Avoid excessively long variable names like identificationDocumentName","Naming Rules","LongVariable"
"198","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","2","87","System.out.print is used","Java Logging Rules","SystemPrintln"
"199","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","2","91","Avoid instantiating String objects; this is usually unnecessary.","String and StringBuffer Rules","StringInstantiation"
"200","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","95","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"201","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","103","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"202","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","114","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"203","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","114","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"204","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","123","Avoid excessively long variable names like identificationDocument","Naming Rules","LongVariable"
"205","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","3","125","Avoid excessively long variable names like documemtDetailNumber","Naming Rules","LongVariable"
"206","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","2","135","System.out.print is used","Java Logging Rules","SystemPrintln"
"207","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","5","138","Found 'DD'-anomaly for variable 'dispatcher' (lines '138'-'147').","Controversial Rules","DataflowAnomalyAnalysis"
"208","com.bps.controller","src/com/bps/controller/CustomerRegistrationController.java","2","148","System.out.print is used","Java Logging Rules","SystemPrintln"
"209","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","25","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"210","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","34","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"211","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","35","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"212","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","5","36","Found 'DD'-anomaly for variable 'customerId' (lines '36'-'41').","Controversial Rules","DataflowAnomalyAnalysis"
"213","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","5","37","Found 'DU'-anomaly for variable 'session' (lines '37'-'76').","Controversial Rules","DataflowAnomalyAnalysis"
"214","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","37","Local variable 'session' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"215","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","42","The String literal 'customerId' appears 4 times in this file; the first occurrence is on line 42","String and StringBuffer Rules","AvoidDuplicateLiterals"
"216","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","49","Avoid variables with short names like bo","Naming Rules","ShortVariable"
"217","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","49","Local variable 'bo' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"218","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","51","Avoid variables with short names like to","Naming Rules","ShortVariable"
"219","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","5","51","Found 'DD'-anomaly for variable 'to' (lines '51'-'52').","Controversial Rules","DataflowAnomalyAnalysis"
"220","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","57","Avoid variables with short names like rd","Naming Rules","ShortVariable"
"221","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","57","Local variable 'rd' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"222","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","68","Avoid variables with short names like rd","Naming Rules","ShortVariable"
"223","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","68","Local variable 'rd' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"224","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","73","Avoid variables with short names like rd","Naming Rules","ShortVariable"
"225","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","73","Local variable 'rd' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"226","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","82","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"227","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","83","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"228","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","95","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"229","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","101","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"230","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","2","105","System.out.print is used","Java Logging Rules","SystemPrintln"
"231","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","2","107","System.out.print is used","Java Logging Rules","SystemPrintln"
"232","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","2","109","System.out.print is used","Java Logging Rules","SystemPrintln"
"233","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","2","114","System.out.print is used","Java Logging Rules","SystemPrintln"
"234","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","2","119","System.out.print is used","Java Logging Rules","SystemPrintln"
"235","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","126","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"236","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","139","Avoid using exceptions as flow control.","Strict Exception Rules","ExceptionAsFlowControl"
"237","com.bps.controller","src/com/bps/controller/CustomerUpdateController.java","3","149","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"238","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","3","31","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"239","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","3","41","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"240","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","3","42","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"241","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","3","44","Local variable 'registerVendorBo' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"242","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","3","45","Local variable 'session' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"243","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","3","47","Local variable 'choice' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"244","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","3","49","Local variable 'countryList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"245","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","2","50","System.out.print is used","Java Logging Rules","SystemPrintln"
"246","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","3","52","Local variable 'regNoList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"247","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","2","53","System.out.print is used","Java Logging Rules","SystemPrintln"
"248","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","2","69","Avoid instantiating String objects; this is usually unnecessary.","String and StringBuffer Rules","StringInstantiation"
"249","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","3","73","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"250","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","3","86","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"251","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","2","91","System.out.print is used","Java Logging Rules","SystemPrintln"
"252","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","5","92","Found 'DD'-anomaly for variable 'companyRegno' (lines '92'-'94').","Controversial Rules","DataflowAnomalyAnalysis"
"253","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","2","96","System.out.print is used","Java Logging Rules","SystemPrintln"
"254","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","3","127","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"255","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","3","128","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"256","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","2","131","System.out.print is used","Java Logging Rules","SystemPrintln"
"257","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","5","150","Found 'DD'-anomaly for variable 'state' (lines '150'-'153').","Controversial Rules","DataflowAnomalyAnalysis"
"258","com.bps.controller","src/com/bps/controller/RegisterVendorController.java","5","151","Found 'DD'-anomaly for variable 'dispatcher' (lines '151'-'160').","Controversial Rules","DataflowAnomalyAnalysis"
"259","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","25","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"260","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","34","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"261","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","35","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"262","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","5","36","Found 'DD'-anomaly for variable 'vendorId' (lines '36'-'40').","Controversial Rules","DataflowAnomalyAnalysis"
"263","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","5","37","Found 'DU'-anomaly for variable 'session' (lines '37'-'74').","Controversial Rules","DataflowAnomalyAnalysis"
"264","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","37","Local variable 'session' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"265","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","5","40","Found 'DU'-anomaly for variable 'vendorId' (lines '40'-'74').","Controversial Rules","DataflowAnomalyAnalysis"
"266","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","40","The String literal 'vendorId' appears 4 times in this file; the first occurrence is on line 40","String and StringBuffer Rules","AvoidDuplicateLiterals"
"267","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","44","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"268","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","47","Avoid variables with short names like bo","Naming Rules","ShortVariable"
"269","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","47","Local variable 'bo' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"270","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","49","Avoid variables with short names like to","Naming Rules","ShortVariable"
"271","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","55","Avoid variables with short names like rd","Naming Rules","ShortVariable"
"272","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","55","Local variable 'rd' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"273","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","64","Avoid using exceptions as flow control.","Strict Exception Rules","ExceptionAsFlowControl"
"274","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","66","Avoid variables with short names like rd","Naming Rules","ShortVariable"
"275","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","66","Local variable 'rd' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"276","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","71","Avoid variables with short names like rd","Naming Rules","ShortVariable"
"277","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","71","Local variable 'rd' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"278","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","80","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"279","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","81","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"280","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","105","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"281","com.bps.controller","src/com/bps/controller/VendorUpdateController.java","3","127","Avoid using exceptions as flow control.","Strict Exception Rules","ExceptionAsFlowControl"
"282","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","4","5","Avoid unused imports such as 'java.util.concurrent.Executor'","Import Statement Rules","UnusedImports"
"283","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","4","5","Avoid unused imports such as 'java.util.concurrent.Executor'","Import Statement Rules","UnusedImports"
"284","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","11","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"285","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","11","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"286","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","13","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"287","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","13","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"288","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","15","Avoid using implementation types like 'ArrayList'; use the interface instead","Coupling Rules","LooseCoupling"
"289","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","15","Avoid using implementation types like 'ArrayList'; use the interface instead","Coupling Rules","LooseCoupling"
"290","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"291","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","15","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"292","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","17","Avoid using implementation types like 'ArrayList'; use the interface instead","Coupling Rules","LooseCoupling"
"293","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","17","Avoid using implementation types like 'ArrayList'; use the interface instead","Coupling Rules","LooseCoupling"
"294","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","5","19","Found 'DD'-anomaly for variable 'pst' (lines '19'-'23').","Controversial Rules","DataflowAnomalyAnalysis"
"295","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","22","Avoid variables with short names like q","Naming Rules","ShortVariable"
"296","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","22","Local variable 'q' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"297","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","31","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"298","com.bps.dao","src/com/bps/dao/AdminLoginDAO.java","3","39","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"299","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","4","16","Avoid unused imports such as 'com.mysql.jdbc.PreparedStatement'","Import Statement Rules","UnusedImports"
"300","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","4","16","Avoid unused imports such as 'com.mysql.jdbc.PreparedStatement'","Import Statement Rules","UnusedImports"
"301","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"302","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","22","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"303","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","23","Private field 'vendorType' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"304","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","24","Private field 'vendorName' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"305","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","26","Parameter 'cid' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"306","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","5","29","Found 'DD'-anomaly for variable 'response' (lines '29'-'40').","Controversial Rules","DataflowAnomalyAnalysis"
"307","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","5","29","Found 'DU'-anomaly for variable 'response' (lines '29'-'65').","Controversial Rules","DataflowAnomalyAnalysis"
"308","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","5","30","Found 'DD'-anomaly for variable 'statement' (lines '30'-'36').","Controversial Rules","DataflowAnomalyAnalysis"
"309","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","5","31","Found 'DD'-anomaly for variable 'rset' (lines '31'-'38').","Controversial Rules","DataflowAnomalyAnalysis"
"310","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","35","Local variable 'query' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"311","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","5","40","Found 'DU'-anomaly for variable 'response' (lines '40'-'65').","Controversial Rules","DataflowAnomalyAnalysis"
"312","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","48","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"313","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","4","50","A throw statement in a finally block makes the control flow hard to understand.","Strict Exception Rules","DoNotThrowExceptionInFinally"
"314","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","67","Avoid variables with short names like bp","Naming Rules","ShortVariable"
"315","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","67","Parameter 'bp' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"316","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","5","74","Found 'DD'-anomaly for variable 'pst' (lines '74'-'83').","Controversial Rules","DataflowAnomalyAnalysis"
"317","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","5","75","Found 'DD'-anomaly for variable 'pst2' (lines '75'-'107').","Controversial Rules","DataflowAnomalyAnalysis"
"318","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","76","Ensure that resources like this ResultSet object are closed after use","Design Rules","CloseResource"
"319","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","5","76","Found 'DD'-anomaly for variable 'rset' (lines '76'-'85').","Controversial Rules","DataflowAnomalyAnalysis"
"320","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","78","Local variable 'amountpaid' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"321","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","5","79","Found 'DD'-anomaly for variable 'balance' (lines '79'-'89').","Controversial Rules","DataflowAnomalyAnalysis"
"322","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","82","Local variable 'query' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"323","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","5","89","Found 'DD'-anomaly for variable 'balance' (lines '89'-'89').","Controversial Rules","DataflowAnomalyAnalysis"
"324","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","93","Local variable 'newbalance' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"325","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","95","Local variable 'query_up' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"326","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","114","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"327","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","131","Parameter 'cardNumber' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"328","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","131","Parameter 'cid' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"329","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","134","Ensure that resources like this Connection object are closed after use","Design Rules","CloseResource"
"330","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","135","Avoid variables with short names like p","Naming Rules","ShortVariable"
"331","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","138","Avoid variables with short names like rs","Naming Rules","ShortVariable"
"332","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","138","Ensure that resources like this ResultSet object are closed after use","Design Rules","CloseResource"
"333","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","141","Avoid variables with short names like s","Naming Rules","ShortVariable"
"334","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","143","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"335","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","150","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"336","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","155","Parameter 'type' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"337","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","158","Ensure that resources like this Connection object are closed after use","Design Rules","CloseResource"
"338","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","162","Ensure that resources like this ResultSet object are closed after use","Design Rules","CloseResource"
"339","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","167","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"340","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","168","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"341","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","188","Avoid variables with short names like rs","Naming Rules","ShortVariable"
"342","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","194","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"343","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","5","231","Found 'DU'-anomaly for variable 'bpList' (lines '231'-'258').","Controversial Rules","DataflowAnomalyAnalysis"
"344","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","243","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"345","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","5","263","Found 'DD'-anomaly for variable 'conn' (lines '263'-'264').","Controversial Rules","DataflowAnomalyAnalysis"
"346","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","2","265","System.out.print is used","Java Logging Rules","SystemPrintln"
"347","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","2","269","System.out.print is used","Java Logging Rules","SystemPrintln"
"348","com.bps.dao","src/com/bps/dao/BillPaymentDAO.java","3","275","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"349","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"350","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"351","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"352","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"353","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","25","Local variable 'countryList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"354","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","31","Local variable 'countryName' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
